time_ms,target_speed,measured_speed,pwm,motion_flag,host_monotonic,frame_index,host_time
4294967295.0,0.0,0.0,0.0,127.0,34842.245733638,1843,2026-05-20T12:12:07.659747+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.256762438,1844,2026-05-20T12:12:07.670775+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.267822248,1845,2026-05-20T12:12:07.681839+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.278761478,1846,2026-05-20T12:12:07.692775+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.289846531,1847,2026-05-20T12:12:07.703863+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.301215348,1848,2026-05-20T12:12:07.715230+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.312476816,1849,2026-05-20T12:12:07.726491+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.323382544,1850,2026-05-20T12:12:07.737399+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.334516569,1851,2026-05-20T12:12:07.748533+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.345654408,1852,2026-05-20T12:12:07.759670+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.356765763,1853,2026-05-20T12:12:07.770783+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.368149881,1854,2026-05-20T12:12:07.782166+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.379745408,1855,2026-05-20T12:12:07.793756+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.391305427,1856,2026-05-20T12:12:07.805318+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.402895795,1857,2026-05-20T12:12:07.816903+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.414824469,1858,2026-05-20T12:12:07.828825+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.426711569,1859,2026-05-20T12:12:07.840710+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.439092024,1860,2026-05-20T12:12:07.853102+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.45131629,1861,2026-05-20T12:12:07.865322+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.464120817,1862,2026-05-20T12:12:07.878129+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.47658332,1863,2026-05-20T12:12:07.890589+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.488635715,1864,2026-05-20T12:12:07.902642+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.501073675,1865,2026-05-20T12:12:07.915083+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.513929402,1866,2026-05-20T12:12:07.927941+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.52537948,1867,2026-05-20T12:12:07.939384+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.537489645,1868,2026-05-20T12:12:07.951492+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.551842037,1869,2026-05-20T12:12:07.965819+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.566488669,1870,2026-05-20T12:12:07.980462+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.579312107,1871,2026-05-20T12:12:07.993318+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.590911321,1872,2026-05-20T12:12:08.004909+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.6035055,1873,2026-05-20T12:12:08.017509+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.615905882,1874,2026-05-20T12:12:08.029914+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.628336374,1875,2026-05-20T12:12:08.042337+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.640486689,1876,2026-05-20T12:12:08.054479+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.653052797,1877,2026-05-20T12:12:08.067053+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.664975831,1878,2026-05-20T12:12:08.078967+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.677616071,1879,2026-05-20T12:12:08.091622+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.689475515,1880,2026-05-20T12:12:08.103474+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.701972696,1881,2026-05-20T12:12:08.115970+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.714500431,1882,2026-05-20T12:12:08.128506+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.72669496,1883,2026-05-20T12:12:08.140703+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.738644312,1884,2026-05-20T12:12:08.152648+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.750485036,1885,2026-05-20T12:12:08.164489+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.762948514,1886,2026-05-20T12:12:08.176953+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.774952356,1887,2026-05-20T12:12:08.188951+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.786963492,1888,2026-05-20T12:12:08.200960+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.799560323,1889,2026-05-20T12:12:08.213558+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.811883363,1890,2026-05-20T12:12:08.225877+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.824866669,1891,2026-05-20T12:12:08.238872+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.837490309,1892,2026-05-20T12:12:08.251494+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.850520321,1893,2026-05-20T12:12:08.264527+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.86425511,1894,2026-05-20T12:12:08.278257+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.876470882,1895,2026-05-20T12:12:08.290472+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.88905973,1896,2026-05-20T12:12:08.303053+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.902163129,1897,2026-05-20T12:12:08.316153+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.914810983,1898,2026-05-20T12:12:08.328808+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.927307738,1899,2026-05-20T12:12:08.341306+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.940034411,1900,2026-05-20T12:12:08.354019+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.952713169,1901,2026-05-20T12:12:08.366719+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.964380496,1902,2026-05-20T12:12:08.378379+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.97694339,1903,2026-05-20T12:12:08.390945+00:00
4294967295.0,0.0,0.0,0.0,127.0,34842.990685082,1904,2026-05-20T12:12:08.404671+00:00
4294967295.0,0.0,0.0,0.0,127.0,34843.003582527,1905,2026-05-20T12:12:08.417575+00:00
4294967295.0,0.0,0.0,0.0,127.0,34843.016366318,1906,2026-05-20T12:12:08.430368+00:00
4294967295.0,0.0,0.0,0.0,127.0,34843.028259904,1907,2026-05-20T12:12:08.442254+00:00
4294967295.0,0.0,0.0,0.0,127.0,34843.041012041,1908,2026-05-20T12:12:08.455008+00:00
4294967295.0,0.0,0.0,0.0,127.0,34843.053738329,1909,2026-05-20T12:12:08.467738+00:00
4294967295.0,0.0,0.0,0.0,127.0,34843.066339209,1910,2026-05-20T12:12:08.480344+00:00
4294967295.0,0.0,0.0,0.0,127.0,34843.078743532,1911,2026-05-20T12:12:08.492746+00:00
4294967295.0,0.0,0.0,0.0,127.0,34843.090680933,1912,2026-05-20T12:12:08.504682+00:00
4294967295.0,0.0,0.0,0.0,127.0,34843.103180222,1913,2026-05-20T12:12:08.517181+00:00
4294967295.0,0.0,0.0,0.0,127.0,34843.116122421,1914,2026-05-20T12:12:08.530130+00:00
4294967295.0,0.0,0.0,0.0,127.0,34843.127798085,1915,2026-05-20T12:12:08.541796+00:00
4294967295.0,0.0,0.0,0.0,127.0,34843.140823528,1916,2026-05-20T12:12:08.554826+00:00
4294967295.0,0.0,0.0,0.0,127.0,34843.155627081,1917,2026-05-20T12:12:08.569609+00:00
4294967295.0,0.0,0.0,0.0,127.0,34843.169985405,1918,2026-05-20T12:12:08.583971+00:00
4294967295.0,0.0,0.0,0.0,127.0,34843.184452052,1919,2026-05-20T12:12:08.598450+00:00
4294967295.0,0.0,0.0,0.0,127.0,34843.19749985,1920,2026-05-20T12:12:08.611494+00:00
4294967295.0,0.0,0.0,0.0,127.0,34843.211355846,1921,2026-05-20T12:12:08.625345+00:00
4294967295.0,0.0,0.0,0.0,127.0,34843.22612973,1922,2026-05-20T12:12:08.640123+00:00
4294967295.0,0.0,0.0,0.0,127.0,34843.239090387,1923,2026-05-20T12:12:08.653091+00:00
4294967295.0,0.0,0.0,0.0,127.0,34843.251960974,1924,2026-05-20T12:12:08.665952+00:00
4294967295.0,0.0,0.0,0.0,127.0,34843.265318813,1925,2026-05-20T12:12:08.679315+00:00
4294967295.0,0.0,0.0,0.0,127.0,34843.277969327,1926,2026-05-20T12:12:08.691963+00:00
4294967295.0,0.0,0.0,0.0,127.0,34843.29076327,1927,2026-05-20T12:12:08.704762+00:00
4294967294.0,0.0,0.0,0.0,127.0,34843.303545193,1928,2026-05-20T12:12:08.717546+00:00
4294967294.0,0.0,0.0,0.0,127.0,34843.315779967,1929,2026-05-20T12:12:08.729776+00:00
4294967293.0,0.0,0.0,0.0,127.0,34843.328155152,1930,2026-05-20T12:12:08.742142+00:00
4294967293.0,0.0,0.0,0.0,127.0,34843.341197209,1931,2026-05-20T12:12:08.755197+00:00
4294967292.0,0.0,0.0,0.0,127.0,34843.353884825,1932,2026-05-20T12:12:08.767886+00:00
4294967291.0,0.0,0.0,0.0,127.0,34843.365463435,1933,2026-05-20T12:12:08.779451+00:00
4294967290.0,0.0,0.0,0.0,127.0,34843.378137349,1934,2026-05-20T12:12:08.792134+00:00
4294967289.0,0.0,0.0,0.0,127.0,34843.390429374,1935,2026-05-20T12:12:08.804429+00:00
4294967288.0,0.0,0.0,0.0,127.0,34843.402889254,1936,2026-05-20T12:12:08.816892+00:00
4294967286.0,0.0,0.0,0.0,127.0,34843.415770299,1937,2026-05-20T12:12:08.829753+00:00
4294967285.0,0.0,0.0,0.0,127.0,34843.428110209,1938,2026-05-20T12:12:08.842102+00:00
4294967283.0,0.0,0.0,0.0,127.0,34843.441544986,1939,2026-05-20T12:12:08.855537+00:00
4294967282.0,0.0,0.0,0.0,127.0,34843.453910268,1940,2026-05-20T12:12:08.867902+00:00
4294967280.0,0.0,0.0,0.0,127.0,34843.466572591,1941,2026-05-20T12:12:08.880575+00:00
4294967279.0,0.0,0.0,0.0,127.0,34843.478405277,1942,2026-05-20T12:12:08.892405+00:00
4294967279.0,0.0,0.0,0.0,127.0,34843.491586211,1943,2026-05-20T12:12:08.905564+00:00
4294967278.0,0.0,0.0,0.0,127.0,34843.505491164,1944,2026-05-20T12:12:08.919482+00:00
4294967279.0,0.0,0.0,0.0,127.0,34843.519209619,1945,2026-05-20T12:12:08.933186+00:00
4294967280.0,0.0,0.0,0.0,127.0,34843.534113172,1946,2026-05-20T12:12:08.948090+00:00
4294967281.0,0.0,0.0,0.0,127.0,34843.548022351,1947,2026-05-20T12:12:08.962015+00:00
4294967282.0,0.0,0.0,0.0,127.0,34843.560205965,1948,2026-05-20T12:12:08.974204+00:00
4294967284.0,0.0,0.0,0.0,127.0,34843.572280427,1949,2026-05-20T12:12:08.986272+00:00
4294967286.0,0.0,0.0,0.0,127.0,34843.586444371,1950,2026-05-20T12:12:09.000423+00:00
4294967288.0,0.0,0.0,0.0,127.0,34843.600287436,1951,2026-05-20T12:12:09.014285+00:00
4294967289.0,0.0,0.0,0.0,127.0,34843.612826833,1952,2026-05-20T12:12:09.026823+00:00
4294967291.0,0.0,0.0,0.0,127.0,34843.625052313,1953,2026-05-20T12:12:09.039017+00:00
4294967292.0,0.0,0.0,0.0,127.0,34843.638849949,1954,2026-05-20T12:12:09.052829+00:00
4294967293.0,0.0,0.0,0.0,127.0,34843.651949854,1955,2026-05-20T12:12:09.065936+00:00
4294967293.0,0.0,0.0,0.0,127.0,34843.665080194,1956,2026-05-20T12:12:09.079083+00:00
4294967294.0,0.0,0.0,0.0,127.0,34843.676651949,1957,2026-05-20T12:12:09.090651+00:00
4294967294.0,0.0,0.0,0.0,127.0,34843.688730539,1958,2026-05-20T12:12:09.102729+00:00
4294967295.0,0.0,0.0,0.0,127.0,34843.701854993,1959,2026-05-20T12:12:09.115862+00:00
4294967295.0,0.0,0.0,0.0,127.0,34843.714513409,1960,2026-05-20T12:12:09.128516+00:00
4294967295.0,0.0,0.0,0.0,127.0,34843.726104803,1961,2026-05-20T12:12:09.140107+00:00
4294967295.0,0.0,0.0,0.0,127.0,34843.738127747,1962,2026-05-20T12:12:09.152135+00:00
4294967295.0,0.0,0.0,0.0,127.0,34843.749805789,1963,2026-05-20T12:12:09.163806+00:00
4294967295.0,0.0,0.0,0.0,127.0,34843.762428892,1964,2026-05-20T12:12:09.176440+00:00
4294967295.0,0.0,0.0,0.0,127.0,34843.77437708,1965,2026-05-20T12:12:09.188366+00:00
4294967295.0,0.0,0.0,0.0,127.0,34843.787187872,1966,2026-05-20T12:12:09.201183+00:00
4294967295.0,0.0,0.0,0.0,127.0,34843.799799165,1967,2026-05-20T12:12:09.213810+00:00
4294967295.0,0.0,0.0,0.0,127.0,34843.811634875,1968,2026-05-20T12:12:09.225636+00:00
4294967295.0,0.0,0.0,0.0,127.0,34843.823842394,1969,2026-05-20T12:12:09.237842+00:00
4294967295.0,0.0,0.0,0.0,127.0,34843.836338845,1970,2026-05-20T12:12:09.250347+00:00
4294967295.0,0.0,0.0,0.0,127.0,34843.84801523,1971,2026-05-20T12:12:09.262006+00:00
4294967295.0,0.0,0.0,0.0,127.0,34843.860518727,1972,2026-05-20T12:12:09.274528+00:00
4294967295.0,0.0,0.0,0.0,127.0,34843.872342355,1973,2026-05-20T12:12:09.286341+00:00
4294967295.0,0.0,0.0,0.0,127.0,34843.886071654,1974,2026-05-20T12:12:09.300054+00:00
4294967295.0,0.0,0.0,0.0,127.0,34843.898871674,1975,2026-05-20T12:12:09.312873+00:00
