time_ms,target_speed,measured_speed,pwm,motion_flag,host_monotonic,frame_index,host_time
4294967295.0,0.0,0.0,0.0,0.0,39254.638096546,28663,2026-05-20T13:25:39.576434+00:00
4294967295.0,0.0,0.0,0.0,0.0,39254.649096709,28664,2026-05-20T13:25:39.587430+00:00
4294967295.0,0.0,0.0,0.0,0.0,39254.660028909,28665,2026-05-20T13:25:39.598370+00:00
4294967295.0,0.0,0.0,0.0,0.0,39254.670821323,28666,2026-05-20T13:25:39.609164+00:00
4294967295.0,0.0,0.0,0.0,0.0,39254.681537439,28667,2026-05-20T13:25:39.619878+00:00
4294967295.0,0.0,0.0,0.0,0.0,39254.692245897,28668,2026-05-20T13:25:39.630584+00:00
4294967295.0,0.0,0.0,0.0,0.0,39254.703030276,28669,2026-05-20T13:25:39.641368+00:00
4294967295.0,0.0,0.0,0.0,0.0,39254.713957476,28670,2026-05-20T13:25:39.652296+00:00
4294967295.0,0.0,0.0,0.0,0.0,39254.724849358,28671,2026-05-20T13:25:39.663188+00:00
4294967295.0,0.0,0.0,0.0,0.0,39254.735687015,28672,2026-05-20T13:25:39.674025+00:00
4294967295.0,0.0,0.0,0.0,0.0,39254.746621364,28673,2026-05-20T13:25:39.684960+00:00
4294967295.0,0.0,0.0,0.0,0.0,39254.757527513,28674,2026-05-20T13:25:39.695866+00:00
4294967295.0,800.0,199.0,400.0,1.0,39254.76865275,28675,2026-05-20T13:25:39.706992+00:00
4294967295.0,800.0,349.0,400.0,1.0,39254.779654509,28676,2026-05-20T13:25:39.717993+00:00
4294967295.0,800.0,462.0,400.0,1.0,39254.79057521,28677,2026-05-20T13:25:39.728912+00:00
4294967295.0,800.0,546.0,400.0,1.0,39254.801842925,28678,2026-05-20T13:25:39.740183+00:00
4294967295.0,800.0,610.0,400.0,1.0,39254.812920828,28679,2026-05-20T13:25:39.751261+00:00
4294967295.0,800.0,657.0,400.0,1.0,39254.824541971,28680,2026-05-20T13:25:39.762881+00:00
4294967295.0,800.0,693.0,400.0,1.0,39254.835540703,28681,2026-05-20T13:25:39.773877+00:00
4294967295.0,800.0,719.0,400.0,1.0,39254.846657428,28682,2026-05-20T13:25:39.784999+00:00
4294967295.0,800.0,739.0,400.0,1.0,39254.857766091,28683,2026-05-20T13:25:39.796104+00:00
4294967295.0,800.0,754.0,400.0,1.0,39254.869520024,28684,2026-05-20T13:25:39.807859+00:00
4294967295.0,800.0,766.0,400.0,1.0,39254.88061726,28685,2026-05-20T13:25:39.818958+00:00
4294967295.0,800.0,774.0,400.0,1.0,39254.891777832,28686,2026-05-20T13:25:39.830115+00:00
4294967295.0,800.0,780.0,400.0,1.0,39254.90294813,28687,2026-05-20T13:25:39.841288+00:00
4294967295.0,800.0,785.0,400.0,1.0,39254.914118145,28688,2026-05-20T13:25:39.852459+00:00
4294967295.0,800.0,789.0,400.0,1.0,39254.925580064,28689,2026-05-20T13:25:39.863912+00:00
4294967295.0,800.0,791.0,400.0,1.0,39254.937430478,28690,2026-05-20T13:25:39.875747+00:00
4294967295.0,800.0,793.0,400.0,1.0,39254.950755387,28691,2026-05-20T13:25:39.889073+00:00
4294967295.0,800.0,795.0,400.0,1.0,39254.963638948,28692,2026-05-20T13:25:39.901962+00:00
4294967295.0,800.0,796.0,400.0,1.0,39254.976545454,28693,2026-05-20T13:25:39.914860+00:00
4294967295.0,800.0,797.0,400.0,1.0,39254.990436004,28694,2026-05-20T13:25:39.928734+00:00
4294967295.0,800.0,798.0,400.0,1.0,39255.005133502,28695,2026-05-20T13:25:39.943440+00:00
4294967295.0,800.0,798.0,400.0,1.0,39255.019063077,28696,2026-05-20T13:25:39.957385+00:00
4294967295.0,800.0,798.0,400.0,1.0,39255.032054808,28697,2026-05-20T13:25:39.970370+00:00
4294967295.0,800.0,799.0,400.0,1.0,39255.046048195,28698,2026-05-20T13:25:39.984307+00:00
4294967295.0,800.0,799.0,400.0,1.0,39255.061457506,28699,2026-05-20T13:25:39.999766+00:00
4294967295.0,800.0,799.0,400.0,1.0,39255.075175321,28700,2026-05-20T13:25:40.013494+00:00
4294967295.0,800.0,799.0,400.0,1.0,39255.088330473,28701,2026-05-20T13:25:40.026647+00:00
4294967295.0,800.0,799.0,400.0,1.0,39255.102542834,28702,2026-05-20T13:25:40.040850+00:00
4294967295.0,800.0,799.0,400.0,1.0,39255.118897032,28703,2026-05-20T13:25:40.057181+00:00
4294967295.0,800.0,799.0,400.0,1.0,39255.134924497,28704,2026-05-20T13:25:40.073235+00:00
4294967295.0,800.0,799.0,400.0,1.0,39255.149873511,28705,2026-05-20T13:25:40.088193+00:00
4294967295.0,800.0,799.0,400.0,1.0,39255.16300553,28706,2026-05-20T13:25:40.101341+00:00
4294967295.0,800.0,799.0,400.0,1.0,39255.174173705,28707,2026-05-20T13:25:40.112509+00:00
4294967295.0,800.0,799.0,400.0,1.0,39255.186046896,28708,2026-05-20T13:25:40.124368+00:00
4294967295.0,800.0,799.0,400.0,1.0,39255.19908839,28709,2026-05-20T13:25:40.137401+00:00
4294967295.0,800.0,799.0,400.0,1.0,39255.213119714,28710,2026-05-20T13:25:40.151416+00:00
4294967295.0,800.0,799.0,400.0,1.0,39255.22675096,28711,2026-05-20T13:25:40.165066+00:00
4294967295.0,800.0,799.0,400.0,1.0,39255.240414908,28712,2026-05-20T13:25:40.178711+00:00
4294967295.0,800.0,799.0,400.0,1.0,39255.254583463,28713,2026-05-20T13:25:40.192904+00:00
4294967295.0,800.0,799.0,400.0,1.0,39255.267090706,28714,2026-05-20T13:25:40.205411+00:00
4294967295.0,800.0,800.0,400.0,1.0,39255.281236862,28715,2026-05-20T13:25:40.219548+00:00
4294967295.0,800.0,799.0,400.0,1.0,39255.296033246,28716,2026-05-20T13:25:40.234326+00:00
4294967295.0,800.0,799.0,400.0,1.0,39255.311284569,28717,2026-05-20T13:25:40.249591+00:00
4294967295.0,800.0,799.0,400.0,1.0,39255.325941005,28718,2026-05-20T13:25:40.264260+00:00
4294967295.0,800.0,800.0,400.0,1.0,39255.339331392,28719,2026-05-20T13:25:40.277646+00:00
4294967295.0,800.0,799.0,400.0,1.0,39255.353784007,28720,2026-05-20T13:25:40.292098+00:00
4294967295.0,800.0,799.0,400.0,1.0,39255.367280924,28721,2026-05-20T13:25:40.305600+00:00
4294967295.0,800.0,800.0,400.0,1.0,39255.380999324,28722,2026-05-20T13:25:40.319316+00:00
4294967295.0,800.0,800.0,400.0,1.0,39255.395308698,28723,2026-05-20T13:25:40.333620+00:00
4294967295.0,800.0,800.0,400.0,1.0,39255.409076281,28724,2026-05-20T13:25:40.347392+00:00
4294967295.0,800.0,800.0,400.0,1.0,39255.422664199,28725,2026-05-20T13:25:40.360993+00:00
4294967295.0,800.0,800.0,400.0,1.0,39255.436547389,28726,2026-05-20T13:25:40.374858+00:00
4294967295.0,800.0,800.0,400.0,1.0,39255.450299681,28727,2026-05-20T13:25:40.388628+00:00
4294967295.0,800.0,799.0,400.0,1.0,39255.462535694,28728,2026-05-20T13:25:40.400852+00:00
4294967295.0,800.0,799.0,400.0,1.0,39255.476203988,28729,2026-05-20T13:25:40.414509+00:00
4294967295.0,800.0,800.0,400.0,1.0,39255.491450642,28730,2026-05-20T13:25:40.429751+00:00
4294967295.0,800.0,799.0,400.0,1.0,39255.505466442,28731,2026-05-20T13:25:40.443779+00:00
4294967295.0,800.0,799.0,400.0,1.0,39255.519218971,28732,2026-05-20T13:25:40.457549+00:00
4294967295.0,800.0,799.0,400.0,1.0,39255.531466498,28733,2026-05-20T13:25:40.469764+00:00
4294967295.0,800.0,799.0,400.0,1.0,39255.54568395,28734,2026-05-20T13:25:40.484007+00:00
4294967295.0,800.0,799.0,400.0,1.0,39255.558361323,28735,2026-05-20T13:25:40.496654+00:00
4294967295.0,800.0,799.0,400.0,1.0,39255.573222991,28736,2026-05-20T13:25:40.511549+00:00
4294967295.0,800.0,799.0,400.0,1.0,39255.587435996,28737,2026-05-20T13:25:40.525750+00:00
4294967295.0,800.0,799.0,400.0,1.0,39255.600983785,28738,2026-05-20T13:25:40.539302+00:00
4294967295.0,800.0,799.0,400.0,1.0,39255.614522279,28739,2026-05-20T13:25:40.552848+00:00
4294967295.0,800.0,800.0,400.0,1.0,39255.627798746,28740,2026-05-20T13:25:40.566125+00:00
4294967295.0,800.0,800.0,400.0,1.0,39255.641590946,28741,2026-05-20T13:25:40.579920+00:00
4294967295.0,800.0,800.0,400.0,1.0,39255.654137291,28742,2026-05-20T13:25:40.592464+00:00
4294967295.0,800.0,800.0,400.0,1.0,39255.667534454,28743,2026-05-20T13:25:40.605865+00:00
4294967295.0,800.0,800.0,400.0,1.0,39255.680194573,28744,2026-05-20T13:25:40.618522+00:00
4294967295.0,800.0,800.0,400.0,1.0,39255.693155853,28745,2026-05-20T13:25:40.631483+00:00
4294967295.0,800.0,800.0,400.0,1.0,39255.706608257,28746,2026-05-20T13:25:40.644922+00:00
