time_ms,target_speed,measured_speed,pwm,motion_flag,host_monotonic,frame_index,host_time
667281.0,800.0,616.0,735.0,1.0,1000.60429672,10772,2026-05-21T02:06:49.565243+00:00
667342.0,800.0,609.0,781.0,1.0,1000.615277312,10773,2026-05-21T02:06:49.576221+00:00
667403.0,800.0,620.0,796.0,1.0,1000.62625925,10774,2026-05-21T02:06:49.587200+00:00
667464.0,800.0,644.0,776.0,1.0,1000.637225676,10775,2026-05-21T02:06:49.598166+00:00
667525.0,800.0,674.0,730.0,1.0,1000.648559208,10776,2026-05-21T02:06:49.609500+00:00
667586.0,800.0,704.0,670.0,1.0,1000.65977753,10777,2026-05-21T02:06:49.620719+00:00
667648.0,800.0,724.0,614.0,1.0,1000.671092891,10778,2026-05-21T02:06:49.632033+00:00
667710.0,800.0,730.0,577.0,1.0,1000.683285845,10779,2026-05-21T02:06:49.644232+00:00
667772.0,800.0,721.0,570.0,1.0,1000.694944175,10780,2026-05-21T02:06:49.655893+00:00
667833.0,800.0,700.0,593.0,1.0,1000.70628951,10781,2026-05-21T02:06:49.667237+00:00
667895.0,800.0,674.0,639.0,1.0,1000.718234624,10782,2026-05-21T02:06:49.679183+00:00
667956.0,800.0,650.0,695.0,1.0,1000.729752977,10783,2026-05-21T02:06:49.690700+00:00
668018.0,800.0,636.0,746.0,1.0,1000.7411071,10784,2026-05-21T02:06:49.702052+00:00
668080.0,800.0,634.0,778.0,1.0,1000.753276994,10785,2026-05-21T02:06:49.714225+00:00
668141.0,800.0,646.0,783.0,1.0,1000.76434442,10786,2026-05-21T02:06:49.725290+00:00
668203.0,800.0,667.0,761.0,1.0,1000.776148074,10787,2026-05-21T02:06:49.737095+00:00
668264.0,800.0,692.0,719.0,1.0,1000.787694746,10788,2026-05-21T02:06:49.748643+00:00
668326.0,800.0,715.0,670.0,1.0,1000.79984668,10789,2026-05-21T02:06:49.760795+00:00
668387.0,800.0,729.0,628.0,1.0,1000.81086521,10790,2026-05-21T02:06:49.771809+00:00
668449.0,800.0,730.0,604.0,1.0,1000.822645017,10791,2026-05-21T02:06:49.783592+00:00
668510.0,800.0,720.0,605.0,1.0,1000.833826066,10792,2026-05-21T02:06:49.794774+00:00
668572.0,800.0,702.0,629.0,1.0,1000.845497542,10793,2026-05-21T02:06:49.806443+00:00
