time_ms,target_speed,measured_speed,pwm,motion_flag,host_monotonic,frame_index,host_time
699770.0,800.0,369.0,1000.0,1.0,1667.317590437,11314,2026-05-21T02:17:56.278537+00:00
699831.0,800.0,381.0,1000.0,1.0,1667.328606591,11315,2026-05-21T02:17:56.289552+00:00
699892.0,800.0,447.0,1000.0,1.0,1667.33960707,11316,2026-05-21T02:17:56.300547+00:00
699953.0,800.0,548.0,1000.0,1.0,1667.350591212,11317,2026-05-21T02:17:56.311533+00:00
700013.0,800.0,669.0,994.0,1.0,1667.361481338,11318,2026-05-21T02:17:56.322425+00:00
700074.0,800.0,793.0,575.0,1.0,1667.372436633,11319,2026-05-21T02:17:56.333379+00:00
700135.0,800.0,872.0,139.0,1.0,1667.383332186,11320,2026-05-21T02:17:56.344275+00:00
700196.0,800.0,869.0,0.0,1.0,1667.394236832,11321,2026-05-21T02:17:56.355184+00:00
700257.0,800.0,787.0,0.0,1.0,1667.405092041,11322,2026-05-21T02:17:56.366039+00:00
700318.0,800.0,652.0,160.0,1.0,1667.416169325,11323,2026-05-21T02:17:56.377117+00:00
700379.0,800.0,501.0,636.0,1.0,1667.427214015,11324,2026-05-21T02:17:56.388161+00:00
700441.0,800.0,394.0,1000.0,1.0,1667.438663257,11325,2026-05-21T02:17:56.399606+00:00
700502.0,800.0,364.0,1000.0,1.0,1667.44979938,11326,2026-05-21T02:17:56.410740+00:00
700563.0,800.0,397.0,1000.0,1.0,1667.460832364,11327,2026-05-21T02:17:56.421777+00:00
700624.0,800.0,478.0,1000.0,1.0,1667.471705598,11328,2026-05-21T02:17:56.432651+00:00
700685.0,800.0,588.0,1000.0,1.0,1667.482806006,11329,2026-05-21T02:17:56.443752+00:00
700746.0,800.0,713.0,865.0,1.0,1667.494238026,11330,2026-05-21T02:17:56.455184+00:00
700808.0,800.0,825.0,432.0,1.0,1667.505690671,11331,2026-05-21T02:17:56.466637+00:00
700869.0,800.0,878.0,39.0,1.0,1667.517332081,11332,2026-05-21T02:17:56.478272+00:00
700930.0,800.0,844.0,0.0,1.0,1667.528293609,11333,2026-05-21T02:17:56.489239+00:00
700992.0,800.0,742.0,0.0,1.0,1667.539722267,11334,2026-05-21T02:17:56.500663+00:00
701053.0,800.0,594.0,331.0,1.0,1667.551354523,11335,2026-05-21T02:17:56.512295+00:00
701114.0,800.0,454.0,853.0,1.0,1667.562522858,11336,2026-05-21T02:17:56.523462+00:00
701176.0,800.0,379.0,1000.0,1.0,1667.573514694,11337,2026-05-21T02:17:56.534458+00:00
701237.0,800.0,375.0,1000.0,1.0,1667.58524817,11338,2026-05-21T02:17:56.546194+00:00
701298.0,800.0,429.0,1000.0,1.0,1667.596418193,11339,2026-05-21T02:17:56.557360+00:00
701359.0,800.0,523.0,1000.0,1.0,1667.607225445,11340,2026-05-21T02:17:56.568167+00:00
701421.0,800.0,639.0,1000.0,1.0,1667.618578737,11341,2026-05-21T02:17:56.579520+00:00
701482.0,800.0,764.0,699.0,1.0,1667.629736894,11342,2026-05-21T02:17:56.590679+00:00
701543.0,800.0,857.0,263.0,1.0,1667.640598992,11343,2026-05-21T02:17:56.601539+00:00
701607.0,800.0,877.0,0.0,1.0,1667.654576755,11344,2026-05-21T02:17:56.615521+00:00
701668.0,800.0,813.0,0.0,1.0,1667.665561981,11345,2026-05-21T02:17:56.626504+00:00
701729.0,800.0,690.0,90.0,1.0,1667.676731799,11346,2026-05-21T02:17:56.637672+00:00
701790.0,800.0,539.0,525.0,1.0,1667.688102931,11347,2026-05-21T02:17:56.649044+00:00
701851.0,800.0,418.0,1000.0,1.0,1667.699044107,11348,2026-05-21T02:17:56.659989+00:00
