time_ms,target_speed,measured_speed,pwm,motion_flag,host_monotonic,frame_index,host_time
2.0,0.0,0.0,0.0,127.0,42263.405518925,1,2026-05-20T14:15:48.343847+00:00
64.0,0.0,0.0,0.0,127.0,42263.416726613,2,2026-05-20T14:15:48.355061+00:00
125.0,0.0,0.0,0.0,127.0,42263.427933567,3,2026-05-20T14:15:48.366266+00:00
186.0,0.0,0.0,0.0,127.0,42263.439614922,4,2026-05-20T14:15:48.377932+00:00
249.0,0.0,0.0,0.0,127.0,42263.452237475,5,2026-05-20T14:15:48.390532+00:00
313.0,0.0,0.0,0.0,127.0,42263.46665609,6,2026-05-20T14:15:48.404958+00:00
377.0,0.0,0.0,0.0,127.0,42263.480332103,7,2026-05-20T14:15:48.418658+00:00
440.0,0.0,0.0,0.0,127.0,42263.492852867,8,2026-05-20T14:15:48.431160+00:00
504.0,0.0,0.0,0.0,127.0,42263.507140393,9,2026-05-20T14:15:48.445466+00:00
566.0,0.0,0.0,0.0,127.0,42263.519528619,10,2026-05-20T14:15:48.457852+00:00
630.0,0.0,0.0,0.0,127.0,42263.533422083,11,2026-05-20T14:15:48.471716+00:00
694.0,0.0,0.0,0.0,127.0,42263.547485528,12,2026-05-20T14:15:48.485808+00:00
757.0,0.0,0.0,0.0,127.0,42263.560207393,13,2026-05-20T14:15:48.498530+00:00
821.0,0.0,0.0,0.0,127.0,42263.573782662,14,2026-05-20T14:15:48.512106+00:00
882.0,0.0,0.0,0.0,127.0,42263.585674899,15,2026-05-20T14:15:48.523990+00:00
946.0,0.0,0.0,0.0,127.0,42263.599139795,16,2026-05-20T14:15:48.537451+00:00
1011.0,0.0,0.0,0.0,127.0,42263.613800811,17,2026-05-20T14:15:48.552113+00:00
1075.0,0.0,0.0,0.0,127.0,42263.628268692,18,2026-05-20T14:15:48.566580+00:00
1139.0,0.0,0.0,0.0,127.0,42263.642576103,19,2026-05-20T14:15:48.580885+00:00
1202.0,0.0,0.0,0.0,127.0,42263.655658091,20,2026-05-20T14:15:48.593954+00:00
1266.0,0.0,0.0,0.0,127.0,42263.669506629,21,2026-05-20T14:15:48.607812+00:00
1330.0,0.0,0.0,0.0,127.0,42263.68371567,22,2026-05-20T14:15:48.622017+00:00
1394.0,0.0,0.0,0.0,127.0,42263.697343199,23,2026-05-20T14:15:48.635661+00:00
1458.0,0.0,0.0,0.0,127.0,42263.710911893,24,2026-05-20T14:15:48.649237+00:00
1521.0,0.0,0.0,0.0,127.0,42263.724389983,25,2026-05-20T14:15:48.662686+00:00
1585.0,0.0,0.0,0.0,127.0,42263.738461351,26,2026-05-20T14:15:48.676772+00:00
1648.0,0.0,0.0,0.0,127.0,42263.751508464,27,2026-05-20T14:15:48.689821+00:00
1712.0,0.0,0.0,0.0,127.0,42263.765139248,28,2026-05-20T14:15:48.703441+00:00
1776.0,0.0,0.0,0.0,127.0,42263.778714955,29,2026-05-20T14:15:48.717036+00:00
1839.0,0.0,0.0,0.0,127.0,42263.792246979,30,2026-05-20T14:15:48.730575+00:00
1901.0,0.0,0.0,0.0,127.0,42263.804412937,31,2026-05-20T14:15:48.742735+00:00
1965.0,0.0,0.0,0.0,127.0,42263.81794437,32,2026-05-20T14:15:48.756263+00:00
2029.0,0.0,0.0,0.0,127.0,42263.832575186,33,2026-05-20T14:15:48.770891+00:00
2092.0,0.0,0.0,0.0,127.0,42263.844922201,34,2026-05-20T14:15:48.783238+00:00
2156.0,0.0,0.0,0.0,127.0,42263.85881824,35,2026-05-20T14:15:48.797131+00:00
2220.0,0.0,0.0,0.0,127.0,42263.872975659,36,2026-05-20T14:15:48.811280+00:00
2284.0,0.0,0.0,0.0,127.0,42263.886746864,37,2026-05-20T14:15:48.825060+00:00
2347.0,0.0,0.0,0.0,127.0,42263.900445445,38,2026-05-20T14:15:48.838767+00:00
2410.0,0.0,0.0,0.0,127.0,42263.913420838,39,2026-05-20T14:15:48.851726+00:00
2474.0,0.0,0.0,0.0,127.0,42263.926955674,40,2026-05-20T14:15:48.865271+00:00
2537.0,0.0,0.0,0.0,127.0,42263.940043643,41,2026-05-20T14:15:48.878346+00:00
2602.0,0.0,0.0,0.0,127.0,42263.955184889,42,2026-05-20T14:15:48.893490+00:00
