time_ms,target_speed,measured_speed,pwm,motion_flag,host_monotonic,frame_index,host_time
382130.0,800.0,768.0,765.0,1.0,945.15334963,6178,2026-05-21T02:05:54.114291+00:00
382191.0,800.0,826.0,581.0,1.0,945.164294998,6179,2026-05-21T02:05:54.125242+00:00
382252.0,800.0,849.0,439.0,1.0,945.175935584,6180,2026-05-21T02:05:54.136876+00:00
382313.0,800.0,831.0,386.0,1.0,945.186681557,6181,2026-05-21T02:05:54.147625+00:00
382377.0,800.0,776.0,440.0,1.0,945.20074379,6182,2026-05-21T02:05:54.161686+00:00
382439.0,800.0,703.0,584.0,1.0,945.212150012,6183,2026-05-21T02:05:54.173092+00:00
382500.0,800.0,634.0,774.0,1.0,945.223422609,6184,2026-05-21T02:05:54.184364+00:00
382561.0,800.0,592.0,950.0,1.0,945.234502936,6185,2026-05-21T02:05:54.195452+00:00
382623.0,800.0,592.0,1000.0,1.0,945.245980823,6186,2026-05-21T02:05:54.206930+00:00
382683.0,800.0,628.0,1000.0,1.0,945.256563966,6187,2026-05-21T02:05:54.217513+00:00
382744.0,800.0,690.0,950.0,1.0,945.267392798,6188,2026-05-21T02:05:54.228341+00:00
382805.0,800.0,762.0,793.0,1.0,945.27849067,6189,2026-05-21T02:05:54.239434+00:00
382867.0,800.0,822.0,612.0,1.0,945.290036955,6190,2026-05-21T02:05:54.250986+00:00
382928.0,800.0,851.0,463.0,1.0,945.301298456,6191,2026-05-21T02:05:54.262244+00:00
382989.0,800.0,838.0,397.0,1.0,945.312593741,6192,2026-05-21T02:05:54.273539+00:00
383051.0,800.0,789.0,435.0,1.0,945.324162761,6193,2026-05-21T02:05:54.285110+00:00
383112.0,800.0,718.0,566.0,1.0,945.33520167,6194,2026-05-21T02:05:54.296150+00:00
383173.0,800.0,648.0,751.0,1.0,945.346271308,6195,2026-05-21T02:05:54.307219+00:00
383234.0,800.0,602.0,929.0,1.0,945.357013842,6196,2026-05-21T02:05:54.317956+00:00
383295.0,800.0,596.0,1000.0,1.0,945.367957592,6197,2026-05-21T02:05:54.328906+00:00
383356.0,800.0,626.0,1000.0,1.0,945.379136265,6198,2026-05-21T02:05:54.340086+00:00
383417.0,800.0,685.0,968.0,1.0,945.389978006,6199,2026-05-21T02:05:54.350923+00:00
383478.0,800.0,756.0,820.0,1.0,945.401163336,6200,2026-05-21T02:05:54.362112+00:00
383539.0,800.0,818.0,641.0,1.0,945.412205637,6201,2026-05-21T02:05:54.373148+00:00
383600.0,800.0,851.0,487.0,1.0,945.423269729,6202,2026-05-21T02:05:54.384216+00:00
383661.0,800.0,845.0,408.0,1.0,945.434370461,6203,2026-05-21T02:05:54.395316+00:00
383722.0,800.0,800.0,431.0,1.0,945.445237831,6204,2026-05-21T02:05:54.406182+00:00
383783.0,800.0,732.0,550.0,1.0,945.456459495,6205,2026-05-21T02:05:54.417409+00:00
383844.0,800.0,661.0,728.0,1.0,945.467205234,6206,2026-05-21T02:05:54.428154+00:00
383905.0,800.0,612.0,908.0,1.0,945.478485193,6207,2026-05-21T02:05:54.439430+00:00
383967.0,800.0,599.0,1000.0,1.0,945.489936081,6208,2026-05-21T02:05:54.450883+00:00
384027.0,800.0,625.0,1000.0,1.0,945.500719982,6209,2026-05-21T02:05:54.461669+00:00
384089.0,800.0,680.0,985.0,1.0,945.512198832,6210,2026-05-21T02:05:54.473145+00:00
